raw_affiliation_string,to add,ror_id
"Leibniz-University Hanover, Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Leibniz‐Science Campus Primate Cognition, German Primate Center University of Goettingen  Goettingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Leibniz‐ScienceCampus Primate Cognition, German Primate Center University of Goettingen Goettingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Leichtweiß-Institute for Hydraulic Engineering and Water Resources, Braunschweig, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Leichtweiß-Institute for Hydraulic Engineering and Water Resources, Technische Univ. Braunschweig, Braunschweig 38106, Germany; Coastal Research Center, Joint Research Facility of Leibniz Univ. Hannover and Technische Univ. Braunschweig, Hannover 30419, Germany. ORCID: ",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Leuphana University Lüneburg, Germany & Bochum University of Applied Sciences, Am Hochschulcampus 1, 44801, Bochum, Germany",Leuphana Universität Lüneburg,https://ror.org/02w2y2t16
Liebniz University Hannover,Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Lin Zhang Dept of Neurology, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Linda Steinhübel is postdoctoral researcher at the University of Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Lower Saxony State Museum, Hanover and Göttingen University  Hanover Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Ludwig-Franzius-Institut für Wasserbau, Ästuar- und Küsteningenieurwesen (LuFI), Leibniz University Hanover, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Ludwig-Franzius-Institute, Leibniz University Hanover, Hanover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Lundberg Laboratory for Diabetes Research, Department of Molecular and Clinical Medicine, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden; Metabolic Disease, Evotec International GmbH, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Lung Clinic Grosshansdorf, Airway Research Center North (ARCN), German Center for Lung Research (DZL); Institute for Diagnostic and Interventional Radiology, Hanover Medical School, Biomedical Research in Endstage and Obstructive Lung Disease Hanover (BREATH), German Center for Lung Research (DZL); Institute for Diagnostic and Interventional Radiology, Heidelberg University Hospital, Translational Lung Research Center (TLRC), German Center for Lung Research (DZL); German Cancer Research Center (DKFZ), Heidelberg, Translational Lung Research Center (TLRC), German Center for Lung Research (DZL); Department for Thoracic Oncology, Asklepios Specialist Clinics Munich-Gauting, German Center for Lung Research (DZL)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MH Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
MHH / Klinik und Poliklinik für HNO-Heilkunde Hannover,Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH / Klinik und Poliklinik für HNO-Heilkunde, Hannover",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH Hannover, Klinik für Pneumologie, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH Kinderklinik Station 61b, Paediatrics, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH Klinik für Orthopädie, Annastift, Anna-von-Borries-Str. 1-7, 30625, Hannover, Deutschland. Max.Ettinger@diakovere.de",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH Klinik für Orthopädie, Annastift, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, HNO-Klinik & DHZ Hannover",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Hannover, Niedersachsen, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Hanover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Institut für Humangenetik Hannover",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Kinderklinik, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MHH, Paediatrics, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
MHH/HNO-Klinik und Poliklinik Hannover,Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"MR-Research in Neurology and Psychiatry, Georg-August-University Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"MR-Research in Neurosciences, Department of Cognitive Neurology, University Medical Center Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Marielle ErnstDr , University Medical Center Goettingen, , Goettingen, , Germany,",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Marielle Sophie Univ Med Cntr Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Marius Hoeper Dept of Respiratory Medicine, Hannover Med Sch and German Cntr of Lung Rsch, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Martin Krzywdzinski is Head of the Research Group ""Globalization, Work, and Production"" at the WZB Berlin Social Science Center, Director at the Weizenbaum Institute for the Networked Society, and Professor of International Labor Relations at the Helmut Schmidt University Hamburg. Maren Evers is Scientific Coordinator at the Technical University Braunschweig. Christine Gerber is Senior Researcher at the WZB Berlin Science Center",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Martin Krzywdzinski is Head of the Research Group “Globalization, Work, and Production” at the WZB Berlin Social Science Center, Director at the Weizenbaum Institute for the Networked Society, and Professor of International Labor Relations at the Helmut Schmidt University Hamburg. Maren Evers is Scientific Coordinator at the Technical University Braunschweig. Christine Gerber is Senior Researcher at the WZB Berlin Science Center",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Math Institut Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Mathematical Modelling and Data Analysis Department, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, 10587 Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Mathematical Modelling and Data Analysis Department, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Mathematical Modelling and Data Analysis Department, Physikalisch-Technische Bundesanstalt Braunschweig und Berlin, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Matthias Gaestel Hannover Med Sch, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Max -Planck-Institut f&#x00FC;r Gravitationsphysik (Albert-Einstein-Institut), Leibniz Universit&#x00E4;t, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Max Delbrück Center (MDC) for Molecular Medicine, Bioinformatics and Omics Data Science Platform, The Berlin Institute for Medical Systems Biology, Hannoversche Str. 28, 10115 Berlin, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Max Planck Insti-tute for Biophysical Chemistry, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Biophysical Chemistry, Macromolecular Crystallography, Am Fassberg 11, 37077 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Dynamics and Self-Organization and Campus Institute for Dynamics of Biological Networks, Georg-August-University, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Dynamics and Self-Organization and Institute for the Dynamics of Complex Systems, Georg August Universität, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Dynamics and Self-Organization, Göttingen 37077, Germany; Max Planck Institute for Experimental Medicine, Göttingen 37075, Germany; Campus Institute for Dynamics of Biological Networks, Göttingen 37075, Germany; Center for Biostructural Imaging of Neurodegeneration, Göttingen 37075, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Max Planck Institute for Gravitational Physics (Albert Einstein Institute) and Leibniz Universität Hannover D-30167 Hannover, Germany; pep.covas.vidal@aei.mpg.de, maria.alessandra.papa@aei.mpg.de, reinhard.prix@aei.mpg.de",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Max Planck Institute for Multidisciplinary Sciences , Am Fassberg 11, 37077 Goettingen, University Medical Center Goettingen, Institute of Clinical Chemistry, Robert-Koch-Strasse 40, 37075  Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Max Planck Institute for Multidisciplinary Sciences Department of Molecular Biology  Am Fassberg 11 37077 Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Max Planck Institute for Multidisciplinary Sciences Department of Molecular Biology Am Fassberg 11 37077 Göttingen Germany,Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, 37077 Göttingen, Germany. Electronic address: gkokic@gmail.com",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Am Fassberg 11, 37077 Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Am Fassberg 11, 37077 Göttingen, Germany. Electronic address: christian.dienemann@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Am Fassberg 11, 37077 Göttingen, Germany. Electronic address: patrick.cramer@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Am Fassberg 11, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Multidisciplinary Sciences, Department of Molecular Biology, Göttingen, Germany. elisa.oberbeckmann@mpinat.mpg.de",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max Planck Institute for Solar System Research; Institute for Astrophysics, University of Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max-Planck Institute for Infection Biology, Berlin, Germany; Hagler Institute for Advanced Study, Texas A&amp;M University, College Station, TX, USA; Max Planck Institute for Biophysical Chemistry, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max-Planck Institute of Experimental Medicine and University of Goettingen, Somatosensory Signaling and Systems Biology Group, 37075 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max-Planck-Institut für Multidisziplinäre Naturwissenschaften, Department Of Molecular Neurobiology, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max-Planck-Institute for Gravitational Physics (Albert-Einstein-Institute), Leibnitz University Hannover , Callinstraße 38, 30167 Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Max-Planck-Institute for Multidisciplinary Sciences, Am Faßberg 11, and Institute for Physical Chemistry, Georg-August-University Göttingen, Tammannstrasse 6, D-37077Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Max‐Planck‐Institut für biophysikalische Chemie and Institut für Physikalische Chemie, Universität Göttingen  Göttingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Medial School Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical Clinic I, Department of Respiratory Medicine, University Hospital Frankfurt; Capnetz Foundation, Hannover; Biomedical Research in Endstage and Obstructive Lung Disease Hannover (Breath), Member of the German Center for Lung Research (Dzl)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical Faculty, Göttingen University, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medical Oncology Department, University Hospital Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medical Physics and Cluster of Excellence Hearing4all, Carl von Ossietzky University 2 , D-26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Physics and Cluster of Excellence Hearing4all, Carl von Ossietzky University, D-26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Physics and Cluster of Excellence Hearing4all, Uni Oldenburg, Oldenburg (Oldb), Ger-many, and Vibrosonic GmbH, 68167 Mannheim, Germany,",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Physics and Cluster of Excellence Hearing4all, Uni Oldenburg, Oldenburg (Oldb), Germany,",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Physics, CvO University Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Physics, CvO University Oldenburg, Oldenburg, Germany;b Cluster of Excellence Hearing4all, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medical Psychologist, Doctor of Philosophy in Psychology, member of the European Academy of Natural Sciences, Kalplan str., 9, Hannover, Germany, postal code 30449",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical Psychology, MHH, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical University Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medical University Hannover, Cluster of Excellence 'Hearing4all', Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical University Hannover, Cluster of Excellence 'Hearing4all', Hannover, Germany. Electronic address: NogueiraVazquez.Waldo@mh-hannover.de",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical University Hannover, German Center for Lung Research (DZL)",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medical University of Goettingen, Department Of Neurosurgery, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medical University of Goettingen, Neurosurgery, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medizinische Fakultät, Universität Göttingen, Göttingen, and Fakultät für Gesundheit, Universität Witten/Herdecke, Witten, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Medizinische Physik & Cluster of Excellence Hearing4All, Universitt Oldenburg, 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik & Cluster of Excellence Hearing4All, Universität Oldenburg, 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik & Cluster of Excellence Hearing4all, Universität Oldenburg",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence ""Hearing4all"", Universität Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4All, Carl von Ossietzky Universit&#x00E4;t, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4All, Universität Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Carl von Ossietzky Universität Oldenburg, Ammerländer Heerstr. 114-118, 26129 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, CvO Universität Oldenburg, 26129, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, CvO Universität, Oldenburg, 26111, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg , 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg , 26111 Oldenburg, Germany   florian.denk@uol.de , cynthia.kristin.ohlmann@uol.de , birger.kollmeier@uol.de",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg , 26111 Oldenburg, Germany   stephan.ewert@uol.de",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg , Oldenburg, 26111, Germany   henning.steffens1@uni-oldenburg.de , michael.schutte@uiae.at , stephan.ewert@uni-oldenburg.de",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg 2 , 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg, 26111 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Physik and Cluster of Excellence Hearing4all, Universität Oldenburg, Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Medizinische Psychologie, MHH Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Medizinische Psychologie, MHH Hannover, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Member of the German Center for Lung Research DZL, Department of Respiratory Medicine, Biomedical Research in Endstage and Obstructive Lung Disease Hannover BREATH, 30625 Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
Messerli Research Institute University of Veterinary Medicine Vienna,Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Michaela Keck is a senior lecturer at the University of Oldenburg in Germany. She received her doctorate degree in American Studies at Goethe University in Frankfurt. Her research foci include nineteenth-century American literature and culture at the intersections between literature, visual culture, gender, the reception of myth, and the environment. Further research interests include captivity narratives and African American literature and culture. She is the author of",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Microbiology, Faculty II, Hannover University of Applied Sciences and Arts, Heisterbergallee 10a, D-30453 Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"Midwifery Research and Education Unit Department of Obstetrics, Gynaecology &amp; Reproductive Medicine Hannover Medical School  Hannover Germany",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Midwifery Research and Education Unit, Department of Obstetrics, Gynaecology & Reproductive Medicine, Hannover Medical School, Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Midwifery Research and Education Unit, Department of Obstetrics, Gynaecology and Reproductive Medicine, Hannover Medical School, Hannover, Germany",Stiftung Tierärztliche Hochschule Hannover,https://ror.org/015qjqf64
"Midwifery Research and Education Unit, Hannover Medical School, Germany; now: FHM, University of Applied Sciences, Germany. Electronic address: be.schoene@googlemail.com",Hochschule Hannover,https://ror.org/03m2kj587
"Molecular Biology of Plant-Microbe Interactions Research Group, Albrecht-von-Haller-Institute for Plant Sciences, University of Goettingen, Julia-Lermontowa-Weg 3, 37077 Goettingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
Molecular Neuropathology of Neurodegenerative Diseases German Center for Neurodegenerative Diseases  Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
Molecular Neuropathology of Neurodegenerative Diseases German Center for Neurodegenerative Diseases Göttingen Germany,Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Molecular Physiology, Department of Cardiovascular Physiology, UMG, 37073, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Molecular and Experimental Pneumology Group, Clinic for Cardiology and Pneumology, University Medical Center Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"NGS Integrative Genomics, Department of Human Genetics at the University Medical Center Goettingen (UMG), 37075 Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"National Center for Tumor Diseases (NCT), Heidelberg University Hospital (UKHD) and German Cancer Research Center, Heidelberg, Germany; CCU Translational Radiation Oncology, German Cancer Consortium (DKTK) Core-Center Heidelberg, Heidelberg University Hospital (UKHD) and German Cancer Research Center (DKFZ), Heidelberg, Germany; Heidelberg Institute of Radiation Oncology (HIRO), National Center for Radiation Oncology (NCRO), Heidelberg, Germany; Heidelberg Ion-Beam Therapy Center (HIT), Department of Radiation Oncology, Heidelberg University Hospital (UKHD), Heidelberg, Germany; Department of Radiation Oncology, University Medical Center Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"National Centre for Early Prevention, German Youth Institute, Department of Families and Family Policies, Munich, Germany; Hannover University of Applied Sciences and Arts, Faculty V of Diaconic Studies, Health Care and Social Work, Hannover, Germany",Hochschule Hannover,https://ror.org/03m2kj587
"National Institute of Fundamental Studies, Hantane Road, Kandy, Sri Lanka 45 Faculty of Agriculture, University of Ruhuna, Mapalana, 81100, Sri Lanka 46 Departamento de Tecnología Médica, Facultad de Ciencias de la Salud, Universidad de Tarapacá, Sede Iquique, Av. Luis Emilio Recabarren 2477, Iquique, Chile 47 Estación Experimental del Zaidín, C.S.I.C., Calle Profesor Albareda 1, 18008 Granada, Spain 48 College of Life Sciences, Jiangxi normal University, Jiangxi 330022, P.R. China 49 Department of Microbial Drugs, Helmholtz Centre for Infection Research (HZI) Inhoffenstrasse 7, 38124 Braunschweig, Germany 50 Institute of Microbiology, Technische Universität Braunschweig, Spielmannstraße 7, 38106 Braunschweig, Germany. 51 Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures, Inhoffenstraße 7B, 38124 Brunswick, Germany 52 Goethe University, Department for Biological Sciences, Institute of Ecology, Evolution and Diversity, Max-vonLaue-Str. 13, D-60486 Frankfurt am Main, Germany 53 Senckenberg Biodiversity and Climate Research Centre, Senckenberganlage 25, D-60325 Frankfurt am Main, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"National Pulmonary Hypertension Service, Hammersmith Hospital, Imperial College Healthcare NHS Trust, London, the Department of Respiratory Medicine, Hannover Medical School",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"National Reference Centre for TSE, Department of Neurology, University Medical Centre Göttingen, Göttingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Nephropathologie, Institut für Pathologie, Medizinische Hochschule Hannover, Carl-Neuberg-Straße 1, 30625 Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Neurobiology Laboratory, Deutsches Primatenzentrum GmbH, Göttingen 37077, Germany; Faculty of Biology and Psychology, University of Göttingen, Göttingen 37073, Germany. Electronic address: hscherberger@dpz.eu",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Neurologische Gemeinschaftspraxis, Göttingen, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Neurologische Gemeinschaftspraxis, Göttingen, Germany;",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Neurologische Klinik mit Klinischer Neurophysiologie OE 7210, Carl-Neuberg-Str. 1, 30625, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Neurology, Univ Med Cntr Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Neurology, Univ Med Cntr Göttingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Neurology, Univ Medicine Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Neurology, University Medicine Goettingen, Goettingen, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Neurology, University Medicine Goettingen, Goettingen, NS, Germany",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Neuropädiatrie, MHH Hannover, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Niedersächsische Staats- und Universitätsbibliothek , Papendiek 14 , Göttingen Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Niedersächsische Staats-und Universitätsbibliothek, Papendiek 14, D-37073 Göttingen, Germany,",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Northwest German Forest Research Institute, Department Forest Growth, Grätzelstraße 2, Göttingen D-37079, Germany",Georg-August-Universität Göttingen,https://ror.org/01y9bpm73
"Nursing, Study Dean of Health Campus, University of Applied Sciences and Arts, HAWK, Göttingen, Germany",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"NutritionLab, Faculty of Agricultural Sciences and Landscape Architecture, Osnabrueck University of Applied Sciences, Am Kruempel 31, 49090 Osnabrueck, Germany",Hochschule Osnabrück,https://ror.org/059vymd37
"Obstetrics and Prenatal Medicine, Gynecology and Obstetrics, University Hospital Frankfurt, J. W. Goethe-University, Theodor-Stern-Kai 7, D-60590, Frankfurt, Germany. Andreas.Ritter@kgu.de",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Oldenburg University Hospital, 26133 Oldenburg, Germany",Carl von Ossietzky Universität Oldenburg,https://ror.org/033n9gh91
"Onkologische Schwerpunktpraxis, Gemeinschaftspraxis für Strahlentherapie und Radioonkologie, Hannover, Germany",Gottfried Wilhelm Leibniz Universität Hannover,https://ror.org/0304hq317
"Operations Manager, Forschungszentrum Küste (FZK), Leibniz Univ. Hannover &amp; Technische Universität Braunschweig, D-30419 Hannover, Germany",Technische Universität Braunschweig,https://ror.org/010nsgg66
"Optical Nanoscopy in Neuroscience Center for Nanoscale Microscopy and Molecular Physiology of the Brain, University Medical Center Göttingen",Universitätsmedizin Göttingen,https://ror.org/021ft0n22
"Orthopaedic Hospital for Children, Behandlungszentrum Aschau GmbH, Bernauerstr. 18, Aschau i. Chiemgau, 83229, Germany; HAWK University of Applied Sciences and Arts, Faculty of Engineering and Health Göttingen, Annastr 25, Göttingen 37075, Germany. Electronic address: h.boehm@kiz-chiemgau.de",HAWK Hochschule für angewandte Wissenschaft und Kunst,https://ror.org/00f5q5839
"Orthopädische Klinik der MHH im DIAKOVERE Annastift, Hannover, Germany",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Orthopädische Klinik der MHH im Diakovere Annastift, Anna-von-Borries-Str. 1-6, 30625, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
"Orthopädische Klinik der MHH im Diakovere Annastift, Anna-von-Borries-Str. 1–6, 30625, Hannover, Deutschland",Medizinische Hochschule Hannover (MHH),https://ror.org/00f2yqf98
